Début	Fin	Speaker	Text
4185.833	4187.683	 spk3 	 et Thion ils ont monopolisé beaucoup de ballons hein
4187.683	4190.468	 spk1 	 et Martin en première période aussi hein qui était venu batailler
4190.468	4190.761	  	 
4190.761	4191.384	 spk1 	 mais là le ballon
4191.384	4192.486	  	 
4192.486	4193.588	 spk1 	 il est pour l'Argentine
4193.588	4193.971	  	 
4193.971	4195.576	 spk1 	 et pour #Alvarez Carelis#
4195.576	4196.319	  	 
4196.319	4197.091	 spk1 	 Ledesma
4197.091	4202.57	  	 
4202.57	4203.229	 spk1 	 Pichot
4203.229	4204.217	  	 
4204.217	4207.451	 spk1 	 Hernandez qui insiste qui garde sa tactique de jeu
4207.451	4208.223	  	 
4208.223	4211.673	 spk1 	 Heymans cette fois c'est bon c'est bien capté et ça relance avec Rougerie
4211.673	4211.673	 spk1 	 qui a pris l'intervalle
4211.673	4212.894	 spk2 	 allez allez
4212.894	4213.313	  	 
4213.313	4213.313	 spk1 	 il est parti 
4213.313	4214.331	 Event desc pi type pronounce extent instantaneous 	 
4214.331	4214.72	  	 
4214.72	4217.589	 spk1 	 l'autobus de Clermont qui a décalé Jauzion
4217.589	4218.361	  	 
4218.361	4220.038	 spk1 	 allez Jauzion il lui faut du soutien
4220.038	4220.248	  	 
4220.248	4221.739	 spk1 	 avec Skrela maintenant
4221.739	4222.428	  	 
4222.428	4223.44	 spk1 	 Ibanez
4223.44	4223.943	  	 
4223.943	4226.901	 spk1 	 ah Betsen ça joue encore pour Mignoni
4226.901	4227.47	  	 
4227.47	4228.542	 spk1 	 oui pour Heymans
4228.542	4229.255	  	 
4229.255	4231.405	 spk1 	 avec Harinordoquy en bout de ligne
4231.405	4232.986	  	 
4232.986	4233.549	 spk2 	 allez allez allez
4233.549	4235.13	  	 
4235.13	4235.13	 spk1 	 du dynamisme
4235.13	4236.352	 spk2 	 c'est bien
4236.352	4236.675	  	 
4236.675	4239.52	 spk1 	 oui il est bien venu à hauteur Raphaël Ibanez
4239.52	4240.442	  	 
4240.442	4243.496	 spk1 	 pour aller transpercer le rideau défensif argentin
4243.496	4246.879	  	 
4246.879	4249.724	 spk1 	 allez ce ballon doit sortir petit côté encore Heymans
4249.724	4250.077	  	 
4250.077	4250.946	 spk1 	 c'est bouché
4250.946	4251.359	  	 
4251.359	4252.736	 spk1 	 il faut trouver une autre solution
4252.736	4255.281	  	 
4255.281	4257.677	 spk2 	 oh la la le à droite y a un décalage énorme
4257.677	4258.18	  	 
4258.18	4258.773	 spk2 	 y aura faute
4258.773	4259.575	  	 
4259.575	4260.384	 spk2 	 allez ballon enterré
4260.384	4260.384	 spk1 	 allez mêlée
4260.384	4261.486	 spk2 	 introduction française
4261.486	4262.139	  	 
4262.139	4264.049	 spk1 	 mêlée à introduction française 
4264.049	4264.977	  	 
4264.977	4278.39	 spk2 	 ah je vous promets Thierry si on fait un point d'impact comme on le fait au milieu et qu'on joue sur les quinze mètres c'est à dire près la ligne de touche y a des boulevards on l'a vu avec Rougerie dès qu'il est au niveau des vingts mètres la ligne de touche y a des intervalles de la vivacité y a des gros y a des avants devant
4278.39	4278.69	  	 
4278.69	4280.87	 spk2 	 donc on va plus vite quand on est trois-quart que quand on est en-avant
4280.87	4281.672	  	 
4281.672	4282.96	 spk1 	 alors là c'est un temps fort
4282.96	4282.96	 spk2 	 de l'équipe de France
4282.96	4283.787	 spk2 	 regardez voilà
4283.787	4284.53	 spk1 	 il faut marquer
4284.53	4285.392	  	 
4285.392	4285.392	 spk1 	 et on revoit la cavalcade
4285.392	4285.961	 spk2 	 les extérieurs
4285.961	4287.452	 spk1 	 de Rougerie
4287.452	4287.632	  	 
4287.632	4290.201	 spk2 	 les extérieurs les extérieurs voilà c'est bien sur les extérieurs
4290.201	4290.764	  	 
4290.764	4291.956	 spk1 	 ah et Jauzion toujours
4291.956	4292.968	  	 
4292.968	4294.818	 spk1 	 intelligent dans la conduite du jeu
4294.818	4297.872	  	 
4297.872	4299.13	 spk1 	 ça rebondit c'est bien
4299.13	4301.01	  	 
4301.01	4301.31	 spk2 	 ouais
4301.31	4303.819	  	 
4303.819	4311.568	 spk2 	 c'est bien il rentre et puis le souci d'aller chercher le soutien à l'extérieur pourquoi parce que la défense revient toujours par l'intérieur donc il vaut mieux aller à l'extérieur à l'encontre de la défense
4311.568	4312.61	 spk1 	 vous avez vu sur la prise de balle de 
4312.61	4312.61	 spk1 	 Jauzion
4312.61	4313.017	 spk2 	 ouais
4313.017	4313.999	 spk1 	 toujours le regard haut
4313.999	4314.448	  	 
4314.448	4316.155	 spk1 	 quelle est la solution quel est le coup à venir
4316.155	4316.598	  	 
4316.598	4318.544	 spk1 	 toujours un coup d'avance Yannick Jauzion
4318.544	4320.46	  	 
4320.46	4323.395	 spk1 	 c'est ça qui en fait un des meilleurs centres du monde aujourd'hui
4323.395	4325.305	  	 
4325.305	4327.91	 spk1 	 mais ce qui n'empêche pas que l'équipe de France est en difficulté
4327.91	4328.862	  	 
4328.862	4330.629	 spk1 	 ça va mieux pour Martin oh
4330.629	4330.952	  	 
4330.952	4332.389	 spk1 	 Chabal tout prêt peut-être
4332.389	4333.018	  	 
4333.018	4333.557	 spk1 	 d'entrer
4333.557	4334.006	  	 
4334.006	4335.383	 spk1 	 non il a encore le survêtement
4335.383	4336.461	  	 
4336.461	4337.773	 spk1 	 avec Jean-Baptiste Elissalde
4337.773	4344.558	  	 
4344.558	4346.792	 spk3 	 pour l'instant les les les deux packs hein qui
4346.792	4347.235	  	 
4347.235	4348.283	 spk3 	 qui se livrent une lutte 
4348.283	4348.283	 spk1 	 ah oui ah oui
4348.283	4349.63	 spk3 	 intense hein c'est formidable
4349.63	4350.948	 spk3 	 c'est vraiment un très très beau combat
4350.948	4351.331	  	 
4351.331	4351.72	 spk1 	 ah oui
4351.72	4354.714	  	 
4354.714	4357.649	 spk1 	 l'introduction de Mignoni le ballon dans les pieds d'Harinordoquy
4357.649	4358.092	  	 
4358.092	4359.05	 spk1 	 c'est parti
4359.05	4359.29	  	 
4359.29	4362.907	 spk1 	 pour jouer directement sur Traille la puissance de Traille stoppé
4362.907	4365.805	  	 
4365.805	4367.925	 spk1 	 et oui faut qu'il s'en aille faut qu'il laisse
4367.925	4368.398	  	 
4368.398	4369.236	 spk1 	 vivre le ballon
4369.236	4369.715	  	 
4369.715	4371.542	 spk1 	 ça joue avec Skrela intérieur
4371.542	4371.835	  	 
4371.835	4373.776	 spk1 	 pour un Dominici on va revenir à la faute 
4373.776	4374.339	  	 
4374.339	4374.662	 spk1 	 oui oui
4374.662	4375.98	  	 
4375.98	4379.118	 spk1 	 il n'avait fait aucun effort et c'est vrai que c'est énervant
4379.118	4379.651	  	 
4379.651	4381.082	 spk1 	 parce que à chaque fois ça permet 
4381.082	4381.591	  	 
4381.591	4383.867	 spk1 	 euh ça ne permet pas le développement d'une action
4383.867	4383.867	 spk1 	 française
4383.867	4383.867	 spk2 	 et 
4383.867	4384.34	 Event desc rire type noise extent instantaneous 	 
4384.34	4386.55	 spk1 	 ça gagne quelques quelques dixièmes de seconde
4386.55	4388.55	 spk2 	 et les dixièmes de seconde que #Ostiglia#
4388.55	4388.939	  	 
4388.939	4395.855	 spk2 	 a permis c'est c'est ce qu'on voyait là c'est à dire ça permet à ses coéquipiers de se replacer en défense sur la la largeur du terrain parce qu'on a pas de ballon de Yannick
4395.855	4396.304	  	 
4396.304	4397.107	 spk2 	 plus ils seront lents
4397.107	4397.436	  	 
4397.436	4402.909	 spk2 	 plus ces joueurs qui sont moins mobiles que nous Argentins pourront arriver avec le temps nécessaire pour se replacer sur une ligne 
4402.909	4403.059	  	 
4403.059	4405.179	 spk1 	 ah on l'a bien vu il le bloquait le ballon avec ses avec
4405.179	4405.179	 spk1 	 sa tête il pouvait pas le sortir
4405.179	4406.79	 spk2 	 #Ostiglia# ouais
4406.79	4407.173	 spk2 	 ouais
4407.173	4408.58	 spk1 	 les Français pouvaient pas le sortir
4408.58	4409.089	  	 
4409.089	4412.832	 spk1 	 après Damien Traille a encore un petit problème de saignement avec son cuir chevelu
4412.832	4417.113	 spk2 	 et ça c'est pas c'est pas le fait du hasard si Laporte a mis cinq avants euh dans les remplaçants
4417.113	4417.586	 spk1 	 bien sûr
4417.586	4425.969	 spk2 	 d'habitude c'est quatre et trois trois-quarts c'est qu'il s'attendait à une lutte âpre au niveau des avants c'est pour ça qu'il en a mis cinq maintenant il faut attention aux blessures derrière hein quand on a que que deux trois-quarts
4425.969	4426.508	  	 
4426.508	4427.796	 spk1 	 la tentative de
4427.796	4428.149	  	 
4428.149	4431.113	 spk1 	 David Skrela auteur des neuf points français pour le moment
4431.113	4433.958	  	 
4433.958	4436.707	 spk1 	 et auteur de douze non
4436.707	4436.881	 spk2 	 oh la
4436.881	4437.085	  	 
4437.085	4437.828	 spk1 	 oh c'est pas possible
4437.828	4438.9	  	 
4438.9	4439.373	 spk2 	 ah il est important
4439.373	4440.17	 spk1 	 ah c'est pas possible
4440.17	4441.182	 spk2 	 ah elle était importante
4441.182	4441.182	 spk1 	 ah alors ça c'est terrible
4441.182	4442.499	 spk2 	 celle-là parce qu'en ouais
4442.499	4448.398	 spk2 	 on revenait à dix-sept douze ce qui veut dire un seul essai un essai vaut cinq points hein un essai transformé vous pouvez toujours gagner le match alors que là
4448.398	4448.398	 spk1 	 ouh la la
4448.398	4449.32	 spk2 	 à dix-sept neuf
4449.32	4449.56	  	 
4449.56	4449.56	 spk2 	 on a 
4449.56	4450.542	 Event desc pi type pronounce extent previous 	  huit points
4450.542	4450.542	 spk1 	 c'est terrible
4450.542	4451.53	 spk2 	 donc un essai transformé
4451.53	4452.129	 spk2 	 ça suffit pas
4452.129	4453.345	 spk1 	 ah oui incontestablement
4453.345	4453.345	 spk1 	 ça passe à droite
4453.345	4454.088	 spk2 	 ah oui
4454.088	4454.561	  	 
4454.561	4456.477	 spk1 	 c'était une pénalité dite facile
4456.477	4456.837	  	 
4456.837	4459.945	 spk1 	 oh qu'il doit s'en vouloir David qu'il doit s'en vouloir
4459.945	4460.957	  	 
4460.957	4463.885	 spk1 	 ça c'est terrible d'avoir raté cette pénalité-là 
4463.885	4465.292	  	 
4465.292	4467.029	 spk1 	 ah il faut vite revenir dans le jeu
4467.029	4467.233	  	 
4467.233	4468.125	 spk1 	 sur le renvoi
4468.125	4468.664	  	 
4468.664	4469.862	 spk1 	 d'Hernandez
4469.862	4471.143	  	 
4471.143	4471.952	 spk1 	 Martin oui
4471.952	4472.724	  	 
4472.724	4474.521	 spk1 	 et il recule il recule sous la pression
4474.521	4475.264	  	 
4475.264	4476.276	 spk1 	 du pack argentin
4476.276	4484.025	  	 
4484.025	4484.768	 spk1 	 Skrela
4484.768	4485.211	  	 
4485.211	4486.738	 spk1 	 a monté encore une chandelle
4486.738	4488.145	  	 
4488.145	4488.145	 spk1 	 pour Jauzion là-bas
4488.145	4489.672	 spk2 	 allez il faut aller dessus
4489.672	4490.361	  	 
4490.361	4492.99	 spk1 	 à la lutte avec #Nani Corletto#
4492.99	4493.553	  	 
4493.553	4494.984	 spk1 	 oh il a été bon là-dessus #Corleto# 
4494.984	4497.888	  	 
4497.888	4499.146	 spk1 	 Contepomi au pied
4499.146	4499.35	  	 
4499.35	4500.152	 spk1 	 contré
4500.152	4503.027	  	 
4503.027	4503.68	 spk1 	 Heymans
4503.68	4505.83	  	 
4505.83	4508.668	 spk2 	 là dans l'espace libre ça c'est intelligent comme coup de pied
4508.668	4509.626	  	 
4509.626	4510.405	 spk2 	 en plus elle reste
4510.405	4510.405	 spk1 	 ah c'est parfait c'est parfait
4510.405	4512.854	 spk2 	 dans l'aire de jeu voilà parfait parfait
4512.854	4515.07	 spk1 	 et là il est en difficulté #Lucas Borges#
4515.07	4515.663	 spk2 	 voilà
4515.663	4515.663	 spk1 	 et voilà il dévie sa 
4515.663	4515.663	 Event desc lapsus type pronounce extent begin 	 passe
4515.663	4517.873	 Event desc lapsus type pronounce extent end 	  son coup de pied
4517.873	4518.159	  	 
4518.159	4518.616	 spk3 	 Thierry
4518.616	4519.149	 spk1 	 oui
4519.149	4519.412	  	 
4519.412	4523.388	 spk3 	 je pense que Sébastien Chabal va faire son entrée il vient de retirer son survêtement
4523.388	4524.765	  	 
4524.765	4525.963	 spk3 	 dans peu de temps changement
4525.963	4526.197	  	 
4526.197	4527.359	 spk1 	 il est à l'image
4527.359	4527.652	  	 
4527.652	4528.371	 spk1 	 Chapman$
4528.371	4528.724	  	 
4528.724	4532.557	 spk1 	 l'homme des cavernes vous connaissez tous ses surnoms l'animal
4532.557	4532.557	 spk1 	 Attila 
4532.557	4532.557	 spk2 	 
4532.557	4534.428	 Event desc pi type pronounce extent instantaneous 	 
4534.428	4534.428	 spk1 	 
4534.428	4534.428	 spk2 	 
4534.428	4534.428	 Event desc pi type pronounce extent instantaneous 	 
4534.428	4535.114	 spk2 	 
4535.114	4535.114	 spk3 	 
4535.114	4535.676	 Event desc pi type pronounce extent instantaneous 	 
4535.676	4536.815	 spk3 	 du public c'est extraordinaire
4536.815	4537.603	 spk1 	 hé oui le gros
4537.603	4537.603	 spk1 	 
4537.603	4538.061	 Event desc pi type pronounce extent instantaneous 	 
4538.061	4538.324	  	 
4538.324	4539.193	 spk1 	 le frisson
4539.193	4539.486	  	 
4539.486	4540.774	 spk1 	 au moment où Chabal
4540.774	4541.517	  	 
4541.517	4543.966	 spk1 	 va entrer sur le terrain sous les yeux d'Amélie Mauresmo
4543.966	4548.786	  	 
4548.786	4551.182	 spk2 	 là ça scande son nom c'est formidable c'est formidable
4551.182	4551.559	  	 
4551.559	4553.349	 spk1 	 ah là c'est prise de balle française
4553.349	4555.056	  	 
4555.056	4556.074	 spk1 	 avec euh Millaud§
4556.074	4557.061	  	 
4557.061	4558.288	 spk1 	 qui s'est couché Pelous
4558.288	4558.797	  	 
4558.797	4559.815	 spk1 	 pour aller défier
4559.815	4566.133	  	 
4566.133	4569.495	 spk2 	 quand les ballons sont là vous avez pas le choix vous avez un gros rideau bleu et blanc devant vous
4569.495	4569.74	  	 
4569.74	4574.352	 spk2 	 il faut les fixer donc on joue on joue au raz comme ça au près pour les obliger à revenir vers le vers le
4574.352	4574.352	 spk2 	 
4574.352	4574.661	 Event desc pi type pronounce extent instantaneous 	 
4574.661	4575.105	  	 
4575.105	4576.582	 spk2 	 c'est-à-dire les espaces euh sur les côtés
4576.582	4578.917	  	 
4578.917	4580.41	 spk2 	 ou alors il faut jouer par-dessus euh
4580.41	4580.41	 spk2 	 
4580.41	4582.36	 Event desc pi type pronounce extent instantaneous 	 
4582.36	4585.234	  	 
4585.234	4590.497	 spk1 	 bonne défense encore des Argentins les Français sont debout avec la balle au fond dans les bras de Rémy Martin
4590.497	4590.707	 spk2 	 ouais
4590.707	4590.887	  	 
4590.887	4592.138	 spk1 	 ah qui perce au coeur
4592.138	4593.037	  	 
4593.037	4593.807	 spk2 	 oui s'ils sont sur les
4593.807	4593.807	 spk2 	 
4593.807	4594.459	 Event desc pi type pronounce extent instantaneous 	 
4594.459	4595.336	 spk2 	 pas au milieu c'est clair
4595.336	4595.875	  	 
4595.875	4596.175	 spk2 	 allez
4596.175	4596.558	  	 
4596.558	4598.415	 spk1 	 et ça avance et ça avance
4598.415	4599.158	  	 
4599.158	4599.158	 spk2 	 
4599.158	4599.521	 Event desc pi type pronounce extent instantaneous 	 
4599.521	4601.986	 spk1 	 et Mignoni qui est à la baguette qui dirige
4601.986	4605.347	  	 
4605.347	4606.903	 spk1 	 et ça avance toujours
4606.903	4607.735	  	 
4607.735	4609.199	 spk1 	 avec une pénalité à venir
4609.199	4609.674	  	 
4609.674	4610.059	 spk1 	 ah ouais
4610.059	4610.469	  	 
4610.469	4611.325	 spk1 	 Mignoni qui joue
4611.325	4616.736	  	 
4616.736	4616.736	 spk2 	 
4616.736	4617.174	 Event desc pi type pronounce extent instantaneous 	 
4617.174	4618.438	 spk1 	 ah là il va la laisser
4618.438	4619.442	  	 
4619.442	4621.823	 spk1 	 et il va la siffler cette pénalité Monsieur Spreadbury
4621.823	4622.372	  	 
4622.372	4624.708	 spk1 	 va peut-être falloir un moment aussi qu'il sorte un peu les cartons
4624.708	4625.394	  	 
4625.394	4625.394	 spk1 	 carton jaune
4625.394	4626.335	 spk3 	 Thierry
4626.335	4627.917	 spk3 	 Thierry va y avoir trois changements
4627.917	4628.481	  	 
4628.481	4632.334	 spk3 	 Sébastien Chabal bien sûr Julien Bonnaire également et Dimitri Szarzewski
4632.334	4632.751	  	 
4632.751	4632.751	 spk1 	 
4632.751	4633.3	 Event desc pi type pronounce extent instantaneous 	 
4633.3	4634.42	  	 
4634.42	4635.745	 spk1 	 donc un talonneur
4635.745	4636.031	  	 
4636.031	4638.066	 spk1 	 un deuxième ligne et un troisième ligne
4638.066	4639.803	  	 
4639.803	4642.195	 spk1 	 pour régénérer un peu le pack français
4642.195	4643.624	  	 
4643.624	4644.845	 spk1 	 qui a fait beaucoup d'efforts
4644.845	4647.635	  	 
4647.635	4649.353	 spk1 	 ah là oui la faute elle est énorme encore
4649.353	4649.353	 spk2 	 
4649.353	4649.97	 Event desc pi type pronounce extent instantaneous 	 
4649.97	4651.663	 spk2 	 le côté il dépend de Ibanez
4651.663	4652.214	  	 
4652.214	4653.25	 spk2 	 alors qu'on était bien parti
4653.25	4653.546	  	 
4653.546	4655.593	 spk2 	 ouais et vous avez raison Thierry on doit sortir le jaune
4655.593	4655.686	 spk1 	 oui
4655.686	4658.213	 spk2 	 parce que c'est une faute volontaire technique et volontaire
4658.213	4658.851	  	 
4658.851	4660.319	 spk1 	 et le carton jaune je vous le rappelle
4660.319	4660.768	  	 
4660.768	4662.438	 spk1 	 exclut un joueur pendant dix minutes
4662.438	4663.191	  	 
4663.191	4663.891	 spk1 	 de la pelouse
4663.891	4665.908	  	 
4665.908	4668.713	 spk1 	 le carton rouge lui c'est comme au comme au foot hein c'est définitif
4668.713	4673.337	  	 
4673.337	4674.561	 spk1 	 David Skrela
4674.561	4675.792	  	 
4675.792	4677.44	 spk1 	 a échoué tout à l'heure alors que
4677.44	4678.01	  	 
4678.01	4679.916	 spk1 	 la pénalité était mieux placée
4679.916	4681.022	  	 
4681.022	4682.13	 spk1 	 et qui cette fois entre euh
4682.13	4682.806	  	 
4682.806	4684.201	 spk1 	 dix-sept à douze
4684.201	4684.201	 spk1 	 
4684.201	4684.816	 Event desc pi type pronounce extent instantaneous 	 
4684.816	4685.278	  	 
4685.278	4685.278	 spk2 	 cinq points
4685.278	4685.278	 spk1 	 
4685.278	4685.939	 Event desc pi type pronounce extent instantaneous 	 
4685.939	4686.45	 spk2 	 c'est rien
4686.45	4686.705	  	 
4686.705	4686.705	 spk1 	 
4686.705	4687.136	 Event desc pi type pronounce extent instantaneous 	 
4687.136	4689.162	  	 
4689.162	4689.892	 spk1 	 c'est beaucoup mieux
4689.892	4690.099	  	 
4690.099	4692.921	 spk2 	 ah euh cinq points c'est bien et du sang neuf c'est très bien
4692.921	4694.093	  	 
4694.093	4695.55	 spk1 	 voilà l'heure du coaching
4695.55	4696.15	  	 
4696.15	4699.269	 spk1 	 on gagnera cette coupe du monde à trente ont dit et répété
4699.269	4699.603	  	 
4699.603	4700.74	 spk1 	 les joueurs français
4700.74	4702.063	  	 
4702.063	4704.106	 spk1 	 oh le frisson le grondement
4704.106	4704.47	  	 
4704.47	4706.565	 spk1 	 pour accompagner l'entrée de Chabal
4706.565	4709.291	  	 
4709.291	4713.356	 spk2 	 la différence Thierry va se faire ici hein sur le changement et le coaching puisque les Argentins
4713.356	4713.688	  	 
4713.688	4714.886	 spk2 	 n'ont toujours pas fait de changement
4714.886	4715.501	  	 
4715.501	4718.438	 spk1 	 alors Ibanez Rémy Martin et Pelous sont sortis
4718.438	4721.512	  	 
4721.512	4722.242	 spk1 	 et premier ballon 
4722.242	4722.242	 spk1 	 
4722.242	4722.683	 Event desc pi type pronounce extent instantaneous 	 
